,Marea,,,N%,,,C%,,,ADF%,,,ADL%,,,Cellulose%,,,_15N,,
Wave.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.
Intercept,116.849,125.063,41.520,1.612,1.162,0.342,59.220,58.980,3.293,59.108,59.547,4.280,35.437,36.527,3.734,25.957,25.905,2.377,-11.283,-11.154,1.466
2212,-4.420,-4.545,1.806,-1.235,-1.220,0.052,-1.502,-1.327,0.612,-22.062,-21.410,6.080,-6.233,-6.169,4.475,-15.289,-14.342,4.037482037,-1.719,-2.255,2.858
2213,-3.778,-3.909,1.775,-1.206,-1.191,0.051,-1.391,-1.218,0.606,-21.606,-20.917,6.271,-5.425,-5.346,4.538,-17.536,-16.542,4.268159224,0.915,0.489,2.799
2214,-2.845,-2.983,1.759,-1.177,-1.162,0.050,-1.159,-1.010,0.619,-24.563,-23.590,6.489,-7.037,-6.971,4.576,-18.625,-17.570,4.429646973,2.224,1.820,2.827
2215,-2.077,-2.212,1.757,-1.161,-1.145,0.049,-0.941,-0.817,0.651,-28.474,-27.109,6.545,-8.577,-8.506,4.522,-18.570,-17.428,4.503847138,1.459,0.922,2.983
2216,-1.092,-1.231,1.749,-1.123,-1.109,0.049,-0.858,-0.734,0.663,-29.871,-28.357,6.605,-9.353,-9.263,4.529,-18.851,-17.667,4.515774474,2.420,1.883,2.989
2217,0.131,-0.020,1.742,-1.071,-1.058,0.049,-0.776,-0.649,0.671,-32.340,-30.659,6.827,-11.333,-11.202,4.567,-18.547,-17.377,4.488208246,4.789,4.308,2.863
2218,1.515,1.354,1.743,-1.023,-1.010,0.050,-0.798,-0.659,0.684,-34.787,-32.847,6.963,-14.640,-14.560,4.712,-18.531,-17.328,4.362417852,5.709,5.288,2.935
2219,3.094,2.926,1.747,-0.971,-0.959,0.050,-0.586,-0.458,0.694,-33.731,-31.817,6.621,-14.612,-14.595,4.595,-21.037,-19.638,4.216757909,7.461,7.131,2.813
2220,4.353,4.179,1.755,-0.917,-0.906,0.049,-0.687,-0.534,0.708,-34.624,-32.593,6.732,-14.357,-14.452,4.532,-22.836,-21.300,4.293665188,10.428,10.238,2.778
2221,5.540,5.357,1.764,-0.864,-0.854,0.049,-0.776,-0.612,0.718,-38.800,-36.364,7.170,-16.909,-17.192,4.654,-22.080,-20.536,4.435118738,12.117,11.922,2.679
2222,7.132,6.937,1.798,-0.811,-0.802,0.051,-0.290,-0.188,0.750,-41.579,-38.873,7.537,-18.071,-18.389,4.828,-23.116,-21.519,4.628577114,14.443,14.177,2.808
2223,8.623,8.423,1.835,-0.751,-0.743,0.052,0.424,0.447,0.771,-41.540,-38.694,7.710,-17.801,-18.053,5.062,-25.708,-24.058,4.814217372,17.114,16.791,2.931
2224,9.871,9.662,1.855,-0.674,-0.669,0.052,0.758,0.753,0.768,-43.039,-40.021,7.937,-19.523,-19.778,5.566,-26.798,-25.179,4.927161218,17.265,16.902,2.904
2225,11.088,10.865,1.878,-0.616,-0.613,0.053,0.644,0.664,0.771,-43.606,-40.577,8.114,-21.749,-21.968,5.974,-26.982,-25.353,4.901686999,17.806,17.460,2.885
2226,12.304,12.076,1.914,-0.582,-0.578,0.055,0.524,0.569,0.814,-41.590,-38.617,8.038,-22.038,-22.239,6.160,-27.190,-25.485,4.970352875,20.286,20.027,2.873
2227,13.835,13.600,1.958,-0.522,-0.520,0.056,0.769,0.788,0.842,-42.073,-39.019,8.108,-22.390,-22.574,6.297,-28.721,-26.940,5.103527717,21.872,21.631,2.873
2228,15.526,15.276,2.012,-0.456,-0.455,0.058,0.808,0.816,0.879,-44.614,-41.428,8.346,-22.962,-23.134,6.194,-29.164,-27.380,5.27517938,23.385,23.150,2.799
2229,16.906,16.645,2.054,-0.390,-0.392,0.060,0.888,0.895,0.892,-43.004,-39.925,8.362,-23.469,-23.575,6.295,-28.802,-27.026,5.269243166,24.412,24.176,2.796
2230,18.421,18.156,2.097,-0.307,-0.312,0.062,1.572,1.506,0.902,-39.523,-36.564,8.156,-23.700,-23.668,6.447,-30.736,-28.847,5.339682745,25.586,25.333,2.974
2231,19.953,19.682,2.152,-0.243,-0.250,0.065,1.759,1.683,0.907,-38.638,-35.735,8.152,-22.757,-22.713,6.550,-31.030,-29.167,5.36025158,25.656,25.343,2.978
2232,21.171,20.894,2.202,-0.206,-0.214,0.067,1.213,1.223,0.904,-36.561,-33.902,8.284,-20.638,-20.591,6.823,-28.125,-26.482,5.211244915,24.472,24.059,2.874
2233,22.516,22.228,2.255,-0.143,-0.153,0.070,1.124,1.164,0.906,-34.398,-31.908,8.271,-20.469,-20.438,6.877,-26.463,-24.901,5.105929826,24.416,23.994,2.837
2234,24.251,23.946,2.334,-0.066,-0.079,0.073,1.434,1.457,0.909,-35.020,-32.428,8.451,-20.432,-20.590,6.886,-26.022,-24.478,5.170411956,24.609,24.195,2.941
2235,25.598,25.284,2.393,0.013,-0.003,0.077,1.598,1.620,0.906,-33.447,-31.073,8.303,-19.833,-20.045,6.792,-24.546,-23.106,5.030988067,23.996,23.537,2.891
2236,26.563,26.237,2.432,0.113,0.093,0.081,1.590,1.637,0.900,-28.722,-26.873,7.825,-21.275,-21.381,6.656,-21.113,-19.800,4.704894843,23.809,23.355,2.692
2237,27.696,27.361,2.486,0.195,0.171,0.085,1.857,1.890,0.890,-25.366,-23.913,7.612,-20.574,-20.704,6.461,-19.844,-18.613,4.57717837,22.872,22.424,2.718
2238,29.008,28.676,2.548,0.276,0.249,0.091,2.441,2.420,0.876,-22.825,-21.794,7.427,-16.261,-16.483,5.892,-20.900,-19.758,4.483399433,20.194,19.650,2.840
2239,30.027,29.692,2.604,0.332,0.303,0.094,2.539,2.522,0.874,-20.617,-19.982,7.187,-15.104,-15.356,5.816,-19.745,-18.718,4.365156731,18.908,18.352,2.900
2240,30.926,30.585,2.655,0.359,0.330,0.097,2.529,2.528,0.882,-18.258,-18.053,7.058,-15.540,-15.876,6.125,-17.714,-16.798,4.37147082,18.775,18.341,2.913
2241,31.628,31.285,2.701,0.405,0.373,0.100,2.541,2.557,0.879,-15.582,-15.723,6.954,-15.578,-15.955,6.243,-16.006,-15.174,4.360383748,16.792,16.361,3.006
2242,32.163,31.823,2.755,0.451,0.419,0.101,2.393,2.449,0.869,-15.935,-16.128,6.752,-17.563,-17.857,6.432,-14.409,-13.633,4.235544354,14.631,14.165,3.180
2243,32.465,32.126,2.794,0.481,0.448,0.103,2.133,2.233,0.878,-11.357,-12.075,6.692,-17.088,-17.389,6.554,-11.188,-10.597,4.312870637,12.182,11.674,3.260
2244,32.427,32.089,2.818,0.505,0.471,0.105,1.890,2.024,0.863,-1.456,-3.098,6.692,-14.088,-14.466,6.489,-7.728,-7.365,4.444883484,8.475,7.897,3.254
2245,32.514,32.176,2.840,0.536,0.500,0.108,1.399,1.604,0.900,5.386,3.104,6.738,-13.790,-14.213,6.570,-3.158,-3.015,4.64649027,4.403,3.697,3.400
2246,32.589,32.250,2.874,0.556,0.520,0.109,1.214,1.448,0.951,7.351,4.712,6.959,-12.873,-13.224,6.507,1.404,1.275,4.986274589,0.502,-0.272,3.324
2247,32.446,32.110,2.896,0.570,0.534,0.110,1.143,1.385,0.988,12.872,9.611,7.470,-9.811,-10.124,6.617,6.018,5.659,5.402459993,-3.064,-3.842,3.363
2248,32.385,32.054,2.917,0.605,0.568,0.112,0.857,1.141,1.009,15.136,11.496,7.801,-6.671,-6.958,6.650,9.135,8.578,5.583319506,-5.919,-6.742,3.400
2249,31.866,31.542,2.944,0.621,0.584,0.112,0.651,0.967,1.025,13.817,10.193,7.969,-4.601,-4.857,6.525,11.137,10.438,5.646969088,-8.726,-9.592,3.395
2250,31.010,30.697,2.957,0.604,0.568,0.111,0.376,0.702,1.037,17.925,13.947,8.374,-1.833,-2.208,6.333,14.246,13.344,5.800806368,-12.365,-13.302,3.501
2251,30.312,30.010,2.970,0.578,0.545,0.111,-0.149,0.216,1.060,24.530,19.890,9.210,2.498,2.025,6.487,19.036,17.842,6.145670996,-15.031,-16.017,3.594
2252,29.364,29.075,2.995,0.544,0.514,0.110,-0.466,-0.081,1.056,28.617,23.729,9.408,5.354,4.911,6.684,23.861,22.492,6.392330768,-16.308,-17.198,3.470
2253,28.300,28.029,3.025,0.515,0.487,0.109,-0.282,0.032,1.046,30.814,25.960,9.434,6.710,6.282,6.742,25.802,24.439,6.43919189,-17.261,-18.015,3.489
2254,27.282,27.027,3.048,0.482,0.458,0.107,-0.159,0.086,1.027,34.166,29.259,9.693,10.218,9.879,6.737,26.141,24.945,6.382362825,-17.220,-17.887,3.460
2255,26.136,25.894,3.060,0.446,0.426,0.106,-0.738,-0.452,1.024,38.375,33.349,9.829,13.002,12.793,6.671,27.255,26.138,6.320529507,-17.992,-18.616,3.455
2256,24.963,24.736,3.062,0.414,0.397,0.104,-1.169,-0.869,1.020,40.372,35.405,9.790,14.454,14.280,6.550,28.304,27.174,6.291571389,-18.967,-19.530,3.430
2257,23.872,23.658,3.048,0.385,0.370,0.103,-1.695,-1.376,1.038,40.707,36.000,9.601,14.386,14.198,6.123,28.142,26.999,6.170324511,-23.075,-23.673,3.633
2258,22.635,22.435,3.046,0.342,0.331,0.101,-1.962,-1.656,1.016,41.306,36.749,9.476,16.837,16.686,5.968,27.802,26.718,5.978272451,-22.627,-23.144,3.393
2259,20.992,20.810,3.041,0.293,0.286,0.098,-2.260,-1.960,0.988,39.842,35.452,9.236,19.107,18.899,6.196,28.155,26.983,5.844316757,-18.856,-19.165,3.061
2260,19.883,19.717,3.032,0.245,0.243,0.096,-2.433,-2.154,0.963,41.134,36.918,9.177,21.649,21.520,6.181,28.106,26.978,5.74613866,-16.898,-17.120,3.039
2261,19.202,19.049,3.032,0.187,0.190,0.094,-2.429,-2.191,0.930,45.070,40.906,9.637,26.823,26.938,6.312,26.645,25.753,5.526260394,-13.657,-13.876,2.960
2262,18.150,18.012,3.024,0.139,0.147,0.092,-2.303,-2.131,0.899,45.469,41.602,9.554,29.712,29.951,6.379,25.151,24.440,5.286540357,-11.799,-11.925,2.934
2263,17.082,16.958,3.006,0.100,0.111,0.090,-2.022,-1.941,0.867,45.935,42.493,8.934,31.595,31.927,6.156,25.314,24.688,5.188176835,-12.597,-12.629,2.964
2264,16.140,16.031,2.979,0.055,0.070,0.090,-1.897,-1.875,0.858,44.493,41.575,8.722,32.278,32.757,6.089,22.617,22.244,4.966978918,-9.724,-9.598,3.038
2265,14.925,14.830,2.946,0.002,0.021,0.090,-1.674,-1.742,0.861,38.702,36.656,8.582,31.447,32.072,5.992,16.296,16.387,4.518963591,-4.217,-3.836,3.150
2266,13.953,13.871,2.912,-0.044,-0.021,0.090,-1.458,-1.586,0.859,36.122,34.579,8.458,31.381,32.098,5.955,13.102,13.471,4.352656652,-0.994,-0.420,3.138
2267,13.607,13.539,2.857,-0.075,-0.049,0.092,-1.304,-1.448,0.854,36.205,34.960,8.652,31.001,31.905,6.117,10.031,10.701,4.486212475,4.096,4.944,3.141
2268,12.640,12.586,2.809,-0.128,-0.099,0.092,-1.430,-1.574,0.866,32.793,32.057,8.580,29.469,30.443,6.175,7.615,8.477,4.476122154,6.975,7.917,3.382
2269,11.071,11.029,2.761,-0.193,-0.160,0.091,-1.613,-1.756,0.886,27.129,26.872,8.074,27.553,28.370,6.216,8.275,9.098,4.43257839,6.809,7.717,3.545
2270,10.035,10.005,2.717,-0.248,-0.211,0.090,-1.626,-1.773,0.899,23.567,23.707,7.722,25.562,26.394,6.207,5.777,6.764,4.387919559,7.528,8.452,3.557
2271,9.194,9.179,2.671,-0.320,-0.279,0.092,-1.847,-1.972,0.908,19.034,19.693,7.433,22.569,23.537,5.907,0.538,1.805,3.998613943,7.169,7.939,3.594
2272,8.159,8.157,2.621,-0.377,-0.333,0.092,-2.020,-2.114,0.915,15.062,16.143,7.343,19.217,20.187,5.840,-2.356,-0.944,3.95484659,8.123,8.862,3.666
2273,7.462,7.468,2.572,-0.408,-0.362,0.091,-1.974,-2.035,0.900,13.413,14.815,7.168,16.214,17.173,5.759,-5.169,-3.592,4.233850767,10.778,11.649,3.396
2274,6.422,6.443,2.526,-0.454,-0.406,0.090,-2.067,-2.090,0.903,10.115,11.793,7.165,12.361,13.313,5.834,-8.257,-6.507,4.405071055,11.801,12.728,3.435
2275,4.952,4.992,2.474,-0.515,-0.464,0.089,-2.282,-2.244,0.923,6.346,8.232,7.282,6.939,7.827,6.066,-9.649,-7.806,4.559318703,12.788,13.784,3.745
2276,3.441,3.495,2.436,-0.557,-0.502,0.088,-2.655,-2.551,0.949,0.815,2.949,7.359,1.496,2.252,6.190,-12.271,-10.394,4.780154244,13.423,14.440,3.828
2277,2.040,2.113,2.394,-0.599,-0.543,0.087,-2.843,-2.707,0.945,-6.751,-4.212,7.534,-2.017,-1.305,6.300,-14.971,-13.021,5.022767766,14.418,15.451,3.888
2278,0.614,0.711,2.357,-0.646,-0.588,0.087,-2.784,-2.628,0.927,-9.433,-6.970,7.579,-2.157,-1.470,6.430,-18.019,-15.929,5.094764738,11.798,12.715,3.755
2279,-0.483,-0.365,2.322,-0.661,-0.603,0.086,-2.740,-2.538,0.898,-16.626,-13.977,7.470,-6.182,-5.575,6.217,-21.886,-19.607,4.913820047,11.224,12.056,3.665
2280,-1.836,-1.700,2.295,-0.677,-0.619,0.085,-2.761,-2.512,0.918,-25.636,-22.527,8.017,-10.470,-9.844,6.281,-23.865,-21.512,5.120925403,11.890,12.623,3.811
2281,-3.459,-3.308,2.288,-0.709,-0.651,0.085,-2.926,-2.614,0.938,-28.511,-25.475,8.273,-11.838,-11.315,6.527,-25.344,-23.070,5.481205176,7.685,8.213,3.677
2282,-4.894,-4.728,2.284,-0.727,-0.669,0.085,-2.793,-2.446,0.925,-33.785,-30.812,8.401,-17.417,-17.079,6.449,-26.622,-24.368,5.457975309,5.692,6.171,3.663
2283,-6.610,-6.418,2.286,-0.756,-0.698,0.086,-2.846,-2.438,0.918,-39.072,-36.086,8.682,-20.952,-20.686,6.592,-29.281,-26.887,5.488153932,5.714,6.269,3.718
2284,-8.502,-8.290,2.290,-0.790,-0.732,0.087,-3.050,-2.567,0.925,-38.442,-35.783,8.914,-21.755,-21.664,7.013,-29.719,-27.397,5.693772217,2.445,2.980,3.893
2285,-10.260,-10.035,2.283,-0.772,-0.716,0.086,-3.084,-2.553,0.942,-39.248,-36.917,8.978,-25.780,-25.903,7.054,-26.872,-24.825,5.412058006,-0.487,-0.026,3.840
2286,-11.580,-11.336,2.284,-0.731,-0.679,0.085,-3.068,-2.496,0.962,-43.152,-40.923,8.904,-28.288,-28.394,6.935,-27.131,-25.155,5.162152646,-2.801,-2.418,3.623
2287,-12.769,-12.504,2.286,-0.690,-0.641,0.084,-2.563,-2.024,0.947,-45.492,-43.361,8.700,-29.832,-29.935,6.601,-26.646,-24.802,5.059456918,-5.343,-4.925,3.628
2288,-14.413,-14.131,2.287,-0.629,-0.584,0.082,-2.197,-1.682,0.942,-45.631,-43.785,8.760,-30.303,-30.525,6.421,-23.794,-22.172,4.942269024,-8.240,-7.822,3.600
2289,-16.065,-15.764,2.283,-0.574,-0.533,0.081,-2.096,-1.570,0.946,-44.091,-42.660,8.571,-30.107,-30.458,6.408,-22.911,-21.398,4.762983388,-10.644,-10.300,3.450
2290,-17.921,-17.594,2.284,-0.529,-0.492,0.081,-2.006,-1.465,0.946,-40.929,-40.018,8.088,-30.517,-30.987,6.505,-26.737,-24.904,4.613111224,-10.681,-10.299,3.536
2291,-19.492,-19.154,2.264,-0.464,-0.431,0.080,-1.938,-1.375,0.963,-37.798,-37.388,7.765,-29.675,-30.279,6.259,-24.258,-22.642,4.403591165,-13.340,-13.031,3.547
2292,-21.071,-20.737,2.226,-0.369,-0.342,0.079,-2.316,-1.673,1.024,-31.719,-32.093,7.665,-25.661,-26.573,6.026,-16.925,-15.962,4.223626654,-17.906,-17.874,3.399
2293,-22.487,-22.142,2.203,-0.312,-0.290,0.081,-2.171,-1.528,1.037,-28.231,-29.090,7.705,-24.027,-24.992,6.079,-13.574,-12.912,4.365819597,-21.683,-21.811,3.483
2294,-23.692,-23.327,2.182,-0.273,-0.255,0.084,-1.511,-0.927,1.032,-25.431,-26.613,8.153,-23.307,-24.105,6.193,-9.452,-9.155,4.91206857,-26.507,-26.726,3.910
2295,-24.914,-24.545,2.142,-0.210,-0.196,0.086,-1.367,-0.789,1.052,-23.601,-25.059,8.270,-22.436,-23.251,6.191,-6.391,-6.271,5.066841405,-29.706,-30.028,4.158
2296,-26.334,-25.965,2.102,-0.141,-0.131,0.087,-1.214,-0.667,1.067,-22.943,-24.552,8.374,-22.420,-23.244,6.401,-5.505,-5.254,5.198286323,-32.171,-32.687,4.420
2297,-27.252,-26.879,2.068,-0.103,-0.097,0.088,-1.420,-0.847,1.083,-22.388,-24.136,8.645,-22.307,-23.076,6.679,-4.209,-4.053,5.344002264,-34.372,-34.954,4.539
2298,-27.837,-27.468,2.022,-0.054,-0.052,0.087,-2.122,-1.446,1.138,-22.276,-24.182,8.564,-21.266,-22.004,7.042,-1.649,-1.724,5.379857369,-36.577,-37.107,4.467
2299,-28.306,-27.938,1.974,-0.027,-0.028,0.086,-2.475,-1.765,1.151,-22.414,-24.368,8.685,-20.812,-21.603,7.048,-1.098,-1.219,5.443123873,-36.562,-37.040,4.316
2300,-28.375,-27.993,1.938,-0.036,-0.037,0.084,-2.846,-2.116,1.138,-24.032,-25.906,9.318,-22.200,-23.107,6.772,-3.626,-3.742,5.291763499,-34.779,-35.136,3.946
2301,-28.536,-28.148,1.903,-0.054,-0.057,0.082,-3.295,-2.535,1.120,-24.725,-26.394,9.339,-22.058,-22.892,6.688,-4.323,-4.397,5.25457838,-33.613,-33.895,3.837
2302,-28.967,-28.581,1.871,-0.063,-0.067,0.079,-3.779,-2.990,1.081,-23.336,-24.736,8.943,-20.900,-21.660,6.556,-4.087,-3.967,5.449965718,-31.607,-31.871,4.053
2303,-28.669,-28.288,1.856,-0.120,-0.124,0.075,-4.010,-3.237,1.062,-26.681,-27.615,8.677,-20.964,-21.624,6.457,-5.142,-4.884,5.448372787,-28.240,-28.333,3.799
2304,-27.861,-27.484,1.863,-0.229,-0.230,0.071,-3.924,-3.221,1.038,-31.784,-32.105,8.437,-18.389,-18.706,6.558,-6.105,-5.824,5.305471036,-24.308,-24.115,3.288
2305,-27.134,-26.763,1.885,-0.336,-0.334,0.070,-4.481,-3.761,1.052,-36.639,-36.300,8.184,-19.498,-19.559,6.516,-7.552,-7.100,5.334237813,-21.183,-20.824,3.115
2306,-26.145,-25.787,1.919,-0.472,-0.465,0.071,-5.357,-4.597,1.128,-44.604,-43.319,8.106,-25.475,-25.492,6.548,-9.002,-8.263,5.50377729,-16.884,-16.249,2.963
2307,-24.779,-24.430,1.986,-0.600,-0.588,0.074,-5.791,-5.034,1.179,-52.466,-50.392,8.324,-28.965,-28.776,6.682,-12.585,-11.543,5.741785327,-12.055,-11.266,3.118
2308,-23.156,-22.808,2.081,-0.756,-0.738,0.081,-6.626,-5.817,1.241,-60.993,-58.136,8.623,-33.914,-33.256,6.745,-20.510,-18.975,6.124433107,-7.101,-6.375,3.333
2309,-21.568,-21.232,2.189,-0.880,-0.858,0.090,-7.155,-6.318,1.327,-68.816,-65.122,8.921,-37.236,-36.288,7.099,-23.228,-21.395,6.325738121,-3.157,-2.377,3.619
2310,-19.498,-19.187,2.341,-0.993,-0.968,0.100,-7.080,-6.282,1.399,-79.653,-74.929,9.381,-38.562,-37.409,7.438,-24.180,-22.083,6.694061048,1.832,2.752,3.947
2311,-17.544,-17.249,2.434,-1.095,-1.065,0.109,-7.062,-6.289,1.458,-85.324,-80.074,9.966,-39.224,-37.829,7.956,-26.334,-24.091,7.087349777,5.466,6.442,4.416
2312,-15.862,-15.582,2.490,-1.206,-1.171,0.118,-7.508,-6.700,1.551,-84.400,-79.044,10.269,-36.204,-34.542,8.751,-22.686,-20.606,6.95121529,6.267,7.262,4.796
2313,-14.078,-13.814,2.524,-1.256,-1.218,0.123,-7.176,-6.407,1.583,-87.767,-82.033,10.712,-37.874,-36.102,9.015,-23.031,-20.897,6.979830153,8.122,9.145,5.065
2314,-12.071,-11.821,2.517,-1.270,-1.231,0.126,-5.992,-5.351,1.538,-91.765,-85.827,11.016,-42.367,-40.654,9.014,-27.777,-25.498,7.14686762,10.381,11.391,5.287
2315,-9.891,-9.646,2.465,-1.260,-1.220,0.126,-5.008,-4.462,1.464,-95.730,-89.443,11.435,-46.102,-44.248,9.061,-33.999,-31.585,7.36055421,13.555,14.558,5.559
2316,-8.713,-8.473,2.376,-1.200,-1.160,0.123,-4.305,-3.797,1.399,-94.978,-88.834,11.237,-47.089,-45.052,8.676,-32.189,-29.823,7.221601947,13.249,14.133,5.552
2317,-7.464,-7.241,2.279,-1.100,-1.063,0.116,-3.474,-2.989,1.361,-95.137,-89.216,10.776,-50.758,-48.804,8.116,-30.754,-28.416,7.143943328,10.919,11.693,5.521
2318,-6.486,-6.273,2.143,-0.980,-0.946,0.110,-2.590,-2.135,1.280,-85.998,-81.126,10.092,-49.542,-47.819,7.412,-27.980,-25.954,6.745740931,12.200,13.156,5.162
2319,-5.948,-5.735,2.020,-0.854,-0.822,0.103,-1.600,-1.198,1.171,-73.535,-70.128,9.720,-44.620,-43.047,6.907,-23.985,-22.393,6.648008428,13.939,14.994,4.940
2320,-5.478,-5.275,1.930,-0.693,-0.666,0.093,-0.457,-0.127,1.075,-67.741,-65.144,9.148,-42.761,-41.295,6.070,-20.282,-19.035,6.431623119,12.238,13.219,4.597
2321,-4.956,-4.759,1.857,-0.519,-0.498,0.084,0.656,0.922,0.998,-60.201,-58.370,9.167,-43.830,-42.499,5.826,-19.747,-18.632,6.221975606,12.514,13.436,4.253
2322,-4.366,-4.170,1.800,-0.367,-0.351,0.076,1.539,1.779,0.925,-50.582,-49.722,9.333,-43.744,-42.515,5.660,-22.519,-21.481,6.030463423,13.257,14.005,3.996
2323,-4.091,-3.906,1.776,-0.196,-0.186,0.070,2.446,2.658,0.881,-41.062,-41.308,9.109,-40.271,-39.301,5.628,-19.809,-19.268,5.83051186,10.107,10.562,3.899
2324,-4.015,-3.838,1.744,-0.051,-0.046,0.068,3.696,3.800,0.861,-32.661,-33.725,9.166,-37.066,-36.492,5.782,-15.586,-15.585,5.939427498,6.722,6.798,3.791
2325,-4.287,-4.108,1.726,0.044,0.046,0.068,4.395,4.445,0.880,-24.678,-26.342,9.585,-34.997,-34.801,5.946,-13.903,-14.328,6.156656807,7.553,7.529,3.698
2326,-4.663,-4.485,1.763,0.131,0.130,0.066,4.063,4.185,0.882,-22.581,-24.465,9.573,-33.382,-33.440,6.069,-12.776,-13.431,5.97791166,9.194,9.245,3.555
2327,-5.050,-4.871,1.788,0.228,0.224,0.065,4.071,4.204,0.876,-21.180,-23.290,9.500,-29.706,-29.793,6.441,-9.572,-10.255,6.179510788,6.674,6.514,3.445
2328,-5.508,-5.330,1.782,0.280,0.274,0.065,3.885,4.038,0.848,-13.576,-16.419,9.381,-24.987,-25.218,6.755,-6.771,-7.545,6.315951198,7.255,7.139,3.348
2329,-5.450,-5.281,1.780,0.357,0.347,0.066,3.894,4.051,0.831,-6.740,-10.130,9.297,-21.756,-22.277,6.907,-7.134,-8.018,5.83911515,11.256,11.422,3.486
2330,-5.393,-5.232,1.751,0.464,0.449,0.067,5.014,5.040,0.836,2.979,-0.973,9.452,-17.105,-17.649,6.984,-3.167,-4.382,5.651849717,10.375,10.475,3.616
2331,-5.762,-5.609,1.723,0.505,0.487,0.066,4.827,4.872,0.856,10.226,5.941,9.409,-14.222,-14.699,7.004,1.204,-0.356,5.975716871,7.964,7.931,3.669
2332,-5.874,-5.725,1.698,0.541,0.521,0.066,4.683,4.741,0.839,15.378,10.874,9.412,-12.412,-12.998,6.946,4.917,3.135,5.911526244,5.891,5.739,3.542
2333,-5.707,-5.561,1.703,0.579,0.556,0.065,4.128,4.271,0.818,15.079,10.798,9.387,-14.949,-15.703,6.731,6.550,4.720,5.411997032,3.284,2.927,3.371
2334,-5.703,-5.556,1.666,0.596,0.572,0.064,4.359,4.466,0.826,18.614,14.191,9.010,-10.996,-11.894,6.690,8.251,6.342,5.20998318,3.368,3.110,3.204
2335,-5.655,-5.503,1.594,0.562,0.539,0.065,4.734,4.756,0.852,23.196,18.546,8.480,-3.083,-4.244,6.960,11.093,9.113,5.334495495,5.103,5.157,3.178
2336,-5.903,-5.746,1.565,0.563,0.539,0.064,4.521,4.560,0.846,27.429,22.524,8.478,0.219,-1.043,6.903,13.632,11.499,5.362525427,2.578,2.540,3.125
2337,-6.426,-6.260,1.559,0.573,0.547,0.062,4.285,4.361,0.874,31.626,26.393,8.886,4.238,3.009,6.900,14.179,11.930,5.758133291,-0.008,-0.123,3.542
2338,-6.696,-6.533,1.539,0.586,0.558,0.063,4.633,4.654,0.883,33.895,28.476,8.865,7.419,6.148,6.979,14.483,12.194,5.865270723,-1.299,-1.414,3.599
2339,-6.999,-6.851,1.533,0.626,0.594,0.066,4.777,4.774,0.846,36.235,30.391,8.923,7.076,5.722,6.936,15.238,12.848,5.531891582,-6.242,-6.678,3.054
2340,-7.345,-7.196,1.529,0.614,0.580,0.066,4.985,4.923,0.847,39.003,33.172,9.226,10.108,8.693,7.224,18.495,15.996,5.769657559,-8.245,-8.765,3.362
2341,-7.525,-7.371,1.529,0.583,0.549,0.067,6.325,6.029,0.952,41.100,35.692,9.487,16.933,15.511,7.945,21.857,19.287,6.639430965,-4.803,-5.004,3.869
2342,-7.809,-7.655,1.525,0.543,0.509,0.066,6.334,5.999,0.965,40.165,35.093,9.170,18.300,16.806,7.995,22.534,20.037,6.65899977,-6.515,-6.738,3.838
2343,-8.524,-8.362,1.541,0.448,0.416,0.062,4.768,4.599,0.898,36.051,31.755,9.172,15.316,13.686,8.008,24.796,22.471,6.372314312,-14.011,-14.584,4.277
2344,-8.712,-8.547,1.552,0.393,0.362,0.060,4.590,4.397,0.911,37.767,33.600,9.286,17.596,15.971,8.006,26.455,24.084,6.504903023,-14.444,-15.081,4.309
2345,-8.363,-8.203,1.537,0.374,0.340,0.060,5.324,4.996,0.939,41.958,37.206,8.846,21.332,19.744,7.637,24.119,21.736,6.378665866,-10.954,-11.497,3.838
2346,-8.372,-8.215,1.557,0.315,0.282,0.058,4.807,4.498,0.906,41.473,37.023,8.618,22.562,20.951,7.585,25.581,23.189,6.25114281,-10.560,-11.139,3.791
2347,-8.534,-8.374,1.614,0.244,0.212,0.054,4.058,3.784,0.913,42.647,38.655,9.218,25.839,24.207,8.020,32.235,29.466,6.701646373,-8.947,-9.581,3.936
2348,-8.346,-8.189,1.648,0.175,0.145,0.052,3.462,3.203,0.870,42.230,38.769,9.051,27.747,26.273,7.704,32.685,29.995,6.687866143,-7.294,-7.948,4.049
2349,-8.246,-8.097,1.685,0.064,0.037,0.047,1.657,1.569,0.701,34.072,32.124,8.014,24.693,23.400,6.799,30.061,27.907,6.219038868,-8.981,-9.835,4.604
2350,-7.874,-7.733,1.714,-0.002,-0.027,0.044,1.100,1.026,0.647,32.831,31.425,7.532,26.001,24.949,6.392,27.861,25.979,5.626022041,-6.534,-7.249,4.329
2351,-7.027,-6.896,1.722,-0.031,-0.056,0.043,1.506,1.305,0.645,39.202,37.518,7.215,32.988,32.516,6.298,22.945,21.331,4.713687091,1.761,1.647,3.544
2352,-6.221,-6.096,1.733,-0.078,-0.101,0.043,1.579,1.318,0.636,40.790,39.242,7.040,34.725,34.454,6.240,20.402,19.016,4.43567295,5.517,5.515,3.524
